train_loss	val_loss	val_acc
4.264880945438756	3.97637072027442	0.17131474614143372
3.644080453026027	3.8486951499346245	0.2529880404472351
3.1859944935748703	3.663375473592386	0.3446215093135834
2.8757312068320866	3.4166712352479123	0.38645419478416443
2.617439350760786	3.119248804343174	0.42629483342170715
2.4414155546269214	2.7933009079253055	0.4621514081954956
2.273459044240062	2.4827900436294983	0.4840637445449829
2.123114464229479	2.227416140149789	0.5
2.0191618994287124	2.0365234437691737	0.5079681277275085
1.8969634104845232	1.9049170454184847	0.5239043831825256
1.7929837182275672	1.8090798764589773	0.5398406386375427
1.7231507506453783	1.7332108353238658	0.5498008131980896
1.6491624501577933	1.6771543686133457	0.56175297498703
1.6118822688771008	1.628908785215887	0.5717131495475769
1.5220808065442968	1.5856433123706346	0.5916334390640259
1.4790238335245565	1.5462927020403494	0.5956175327301025
1.4034226777844894	1.5113712268996524	0.6035856604576111
1.3758986113374667	1.4803400585850872	0.6155378222465515
1.3238278852139327	1.4514141073264923	0.6314740777015686
1.2916447516391403	1.4271159827471729	0.6414342522621155
1.2485354524598158	1.4026636160702344	0.6334661245346069
1.2222234325218677	1.3778648680424785	0.6394422054290771
1.1563544734755062	1.358892435571587	0.6414342522621155
1.134960425999991	1.3410628820320525	0.6513944268226624
1.1171312674619909	1.3237625379486389	0.6513944268226624
1.0667014472205145	1.308407750262682	0.6613546013832092
1.0498244693451688	1.295102525517285	0.6693227291107178
1.0370961090573052	1.282532028942944	0.6673306822776794
0.9937100416407026	1.2699497748181166	0.6713147163391113
0.9551565438434667	1.2560935780346631	0.6693227291107178
0.9476001048623178	1.2455185248082377	0.6733067631721497
0.9252141027081934	1.2357097545942937	0.6673306822776794
0.8912198988874059	1.223820029501896	0.6733067631721497
0.8802613792276739	1.2163650063404523	0.6693227291107178
0.85484214848711	1.208268372661089	0.675298810005188
0.8317514321750537	1.200488874161861	0.6772908568382263
0.8262325688787826	1.1930316738873363	0.6792828440666199
0.8027218713130142	1.188307290058212	0.6792828440666199
0.7831438158367043	1.1843087136507984	0.6832669377326965
0.762967486750158	1.1773825940857845	0.6872509717941284
0.7435334547796749	1.1731116838189235	0.6812748908996582
0.7267656859911588	1.170333439610394	0.6792828440666199
0.7222323019011062	1.1641084221729718	0.6812748908996582
0.6936746532482994	1.1603252360545306	0.6812748908996582
0.6741891166813059	1.1572953391360097	0.6792828440666199
0.6707260745719187	1.1563350655643114	0.6792828440666199
0.6597783793535018	1.1554927745188375	0.6812748908996582
0.6474104604221639	1.1541937926850945	0.6832669377326965
0.6310342773832288	1.1507146728941169	0.6872509717941284
0.6012405633034551	1.1494736035031627	0.6872509717941284
0.6034187709601443	1.1459989272265796	0.6872509717941284
0.5978714491661052	1.1462480283353433	0.6812748908996582
0.5811836264971783	1.1471036366257534	0.6852589845657349
0.5658065882406924	1.1422602748015962	0.6872509717941284
0.5583659312671557	1.1436067522759457	0.6932271122932434
0.5455904129140098	1.141412176458959	0.695219099521637
0.5479552660202445	1.1412461335915494	0.6932271122932434
0.5298741648916592	1.1413014927708296	0.6972111463546753
0.5077501839830394	1.1424076723387517	0.6932271122932434
0.5182595018734064	1.1417445196098541	0.6872509717941284
0.5093775974098881	1.1412288969256488	0.6912350654602051
0.480403345748968	1.1414720197597823	0.6912350654602051
0.4710629943005759	1.1415220895611433	0.6912350654602051
0.488964768359786	1.143027525261579	0.6912350654602051
0.46594010792170976	1.1458005223616186	0.6912350654602051
0.4535023658352897	1.1461774353012146	0.6932271122932434
0.4525830916930315	1.1520778152097269	0.695219099521637
0.43462892726175206	1.1543106370238194	0.6972111463546753
0.42540471519615286	1.1553359060173491	0.6972111463546753
0.4169805230791135	1.1583832887064414	0.6972111463546753
0.415650724457981	1.156941573458364	0.695219099521637
0.40921551995443883	1.1632456114567609	0.701195240020752
0.4094083338901586	1.1602269886024446	0.6912350654602051
0.3857142635265788	1.1619893272084545	0.7031872272491455
0.3833883135396049	1.1655819722380771	0.7031872272491455
0.38078965226610995	1.1693831677455826	0.701195240020752
0.38919434544451514	1.1687651371575922	0.7031872272491455
0.36586942738131095	1.1773588061332703	0.6992031931877136
0.3558036669085448	1.1819728192580174	0.695219099521637
0.3518651509374157	1.1857129169175349	0.6992031931877136
0.34314164474717995	1.1841679882718272	0.711155354976654
0.3366709308582648	1.1845463939396983	0.7051792740821838
0.3277698514021543	1.1893657488651959	0.7031872272491455
0.3214932085569957	1.1938651225481376	0.701195240020752
0.31252542310522086	1.1968116496663646	0.7031872272491455
0.3168969002745098	1.2020616156171517	0.701195240020752
0.309370081947926	1.2048878116436688	0.6932271122932434
0.3097974943698493	1.2110047957811698	0.6972111463546753
0.2938030917448296	1.2121615775552879	0.6992031931877136
0.29000744018471447	1.2142976358592272	0.7071713209152222
0.2818665290265309	1.223882421791791	0.6932271122932434
